#products 186
81 2 320 146.00 198.00 184.00 3.08 1 1 1 1 0 0 81
82 0 200 146.00 198.00 184.00 3.08 1 1 1 1 0 0 82
83 1 480 146.00 198.00 184.00 3.08 1 1 1 1 0 0 83
84 2 160 146.00 198.00 184.00 3.08 1 1 1 1 0 0 84
85 0 80 146.00 198.00 184.00 3.08 1 1 1 1 0 0 85
86 1 80 146.00 198.00 184.00 3.08 1 1 1 1 0 0 86
87 2 120 146.00 198.00 184.00 3.08 1 1 1 1 0 0 87
88 0 80 146.00 198.00 184.00 3.08 1 1 1 1 0 0 88
89 1 80 146.00 198.00 184.00 3.08 1 1 1 1 0 0 89
90 2 120 146.00 198.00 184.00 3.08 1 1 1 1 0 0 90
91 0 40 155.00 201.00 273.00 4.56 1 1 1 1 0 0 91
92 1 40 155.00 201.00 273.00 4.56 1 1 1 1 0 0 92
93 2 120 155.00 201.00 273.00 4.56 1 1 1 1 0 0 93
94 0 34 235.00 311.00 159.00 7.21 1 1 1 1 0 0 94
95 1 85 235.00 311.00 159.00 7.21 1 1 1 1 0 0 95
96 2 17 235.00 311.00 159.00 7.21 1 1 1 1 0 0 96
97 0 102 235.00 311.00 159.00 7.21 1 1 1 1 0 0 97
98 1 51 235.00 311.00 159.00 7.21 1 1 1 1 0 0 98
99 2 119 235.00 311.00 159.00 7.21 1 1 1 1 0 0 99
100 0 34 235.00 311.00 159.00 7.21 1 1 1 1 0 0 100
101 1 34 235.00 311.00 159.00 7.21 1 1 1 1 0 0 101
102 2 68 235.00 311.00 159.00 7.21 1 1 1 1 0 0 102
103 0 104 191.00 254.00 191.00 5.08 1 1 1 1 0 0 103
104 1 156 191.00 254.00 191.00 5.08 1 1 1 1 0 0 104
105 2 286 191.00 254.00 191.00 5.08 1 1 1 1 0 0 105
106 0 52 191.00 254.00 191.00 5.08 1 1 1 1 0 0 106
107 1 130 191.00 254.00 191.00 5.08 1 1 1 1 0 0 107
108 2 182 191.00 254.00 191.00 5.08 1 1 1 1 0 0 108
109 0 156 191.00 254.00 191.00 5.08 1 1 1 1 0 0 109
110 1 260 191.00 254.00 191.00 5.08 1 1 1 1 0 0 110
111 2 494 191.00 254.00 191.00 5.08 1 1 1 1 0 0 111
112 0 26 179.00 238.00 185.00 5.08 1 1 1 1 0 0 112
113 1 104 179.00 238.00 185.00 5.08 1 1 1 1 0 0 113
114 2 52 179.00 238.00 185.00 5.08 1 1 1 1 0 0 114
115 0 26 179.00 238.00 185.00 5.08 1 1 1 1 0 0 115
116 1 104 179.00 238.00 185.00 5.08 1 1 1 1 0 0 116
117 2 52 179.00 238.00 185.00 5.08 1 1 1 1 0 0 117
118 0 52 179.00 238.00 185.00 5.08 1 1 1 1 0 0 118
119 1 78 179.00 238.00 185.00 5.08 1 1 1 1 0 0 119
120 2 52 179.00 238.00 185.00 5.08 1 1 1 1 0 0 120
121 0 160 146.00 198.00 184.00 3.08 1 1 1 1 0 0 121
122 1 80 146.00 198.00 184.00 3.08 1 1 1 1 0 0 122
123 2 40 146.00 198.00 184.00 3.08 1 1 1 1 0 0 123
124 0 120 146.00 198.00 184.00 3.08 1 1 1 1 0 0 124
125 1 120 146.00 198.00 184.00 3.08 1 1 1 1 0 0 125
126 2 40 146.00 198.00 184.00 3.08 1 1 1 1 0 0 126
127 0 80 213.00 317.00 135.00 5.87 1 1 1 1 0 0 127
128 1 192 213.00 317.00 135.00 5.87 1 1 1 1 0 0 128
129 2 160 213.00 317.00 135.00 5.87 1 1 1 1 0 0 129
130 0 48 213.00 317.00 135.00 5.87 1 1 1 1 0 0 130
131 1 144 213.00 317.00 135.00 5.87 1 1 1 1 0 0 131
132 2 96 213.00 317.00 135.00 5.87 1 1 1 1 0 0 132
133 0 192 213.00 317.00 135.00 5.87 1 1 1 1 0 0 133
134 1 160 213.00 317.00 135.00 5.87 1 1 1 1 0 0 134
135 2 80 213.00 317.00 135.00 5.87 1 1 1 1 0 0 135
136 0 208 179.00 238.00 185.00 5.35 1 1 1 1 0 0 136
137 1 130 179.00 238.00 185.00 5.35 1 1 1 1 0 0 137
138 2 208 179.00 238.00 185.00 5.35 1 1 1 1 0 0 138
139 0 156 179.00 238.00 185.00 5.35 1 1 1 1 0 0 139
140 1 156 179.00 238.00 185.00 5.35 1 1 1 1 0 0 140
141 2 234 179.00 238.00 185.00 5.35 1 1 1 1 0 0 141
142 0 182 179.00 238.00 185.00 5.35 1 1 1 1 0 0 142
143 1 182 179.00 238.00 185.00 5.35 1 1 1 1 0 0 143
144 2 182 179.00 238.00 185.00 5.35 1 1 1 1 0 0 144
145 0 512 213.00 317.00 135.00 5.87 1 1 1 1 0 0 145
146 1 464 213.00 317.00 135.00 5.87 1 1 1 1 0 0 146
147 2 464 213.00 317.00 135.00 5.87 1 1 1 1 0 0 147
148 0 304 213.00 317.00 135.00 5.87 1 1 1 1 0 0 148
149 1 256 213.00 317.00 135.00 5.87 1 1 1 1 0 0 149
150 2 304 213.00 317.00 135.00 5.87 1 1 1 1 0 0 150
151 0 480 213.00 317.00 135.00 5.87 1 1 1 1 0 0 151
152 1 448 213.00 317.00 135.00 5.87 1 1 1 1 0 0 152
153 2 512 213.00 317.00 135.00 5.87 1 1 1 1 0 0 153
154 0 182 179.00 238.00 185.00 5.08 1 1 1 1 0 0 154
155 1 130 179.00 238.00 185.00 5.08 1 1 1 1 0 0 155
156 2 52 179.00 238.00 185.00 5.08 1 1 1 1 0 0 156
157 0 156 179.00 238.00 185.00 5.08 1 1 1 1 0 0 157
158 1 208 179.00 238.00 185.00 5.08 1 1 1 1 0 0 158
159 2 182 179.00 238.00 185.00 5.08 1 1 1 1 0 0 159
160 0 52 179.00 238.00 185.00 5.08 1 1 1 1 0 0 160
161 1 52 179.00 238.00 185.00 5.08 1 1 1 1 0 0 161
162 2 78 179.00 238.00 185.00 5.08 1 1 1 1 0 0 162
163 0 160 146.00 198.00 184.00 3.08 1 1 1 1 0 0 163
164 1 80 146.00 198.00 184.00 3.08 1 1 1 1 0 0 164
165 2 40 146.00 198.00 184.00 3.08 1 1 1 1 0 0 165
166 0 234 191.00 254.00 191.00 5.08 1 1 1 1 0 0 166
167 1 182 191.00 254.00 191.00 5.08 1 1 1 1 0 0 167
168 2 312 191.00 254.00 191.00 5.08 1 1 1 1 0 0 168
169 0 312 191.00 254.00 191.00 5.08 1 1 1 1 0 0 169
170 1 260 191.00 254.00 191.00 5.08 1 1 1 1 0 0 170
171 2 156 191.00 254.00 191.00 5.08 1 1 1 1 0 0 171
172 0 520 179.00 238.00 185.00 5.41 1 1 1 1 0 0 172
173 1 442 179.00 238.00 185.00 5.41 1 1 1 1 0 0 173
174 2 312 179.00 238.00 185.00 5.41 1 1 1 1 0 0 174
175 0 130 179.00 238.00 185.00 5.41 1 1 1 1 0 0 175
176 1 104 179.00 238.00 185.00 5.41 1 1 1 1 0 0 176
177 2 130 179.00 238.00 185.00 5.41 1 1 1 1 0 0 177
178 0 200 151.00 197.00 270.00 4.56 1 1 1 1 0 0 178
179 1 320 151.00 197.00 270.00 4.56 1 1 1 1 0 0 179
180 2 80 151.00 197.00 270.00 4.56 1 1 1 1 0 0 180
181 0 80 151.00 197.00 270.00 4.56 1 1 1 1 0 0 181
182 1 200 151.00 197.00 270.00 4.56 1 1 1 1 0 0 182
183 2 120 151.00 197.00 270.00 4.56 1 1 1 1 0 0 183
184 0 80 151.00 197.00 270.00 4.56 1 1 1 1 0 0 184
185 1 80 151.00 197.00 270.00 4.56 1 1 1 1 0 0 185
186 2 240 151.00 197.00 270.00 4.56 1 1 1 1 0 0 186
#layers 186
1 997.00 1270.00 171.40 120.30 0 26 8 
2 997.00 1270.00 171.40 120.30 0 26 8 
3 997.00 1270.00 171.40 120.30 0 26 8 
4 955.50 1190.50 184.90 132.08 0 26 7 
5 955.50 1190.50 184.90 132.08 0 26 7 
6 955.50 1190.50 184.90 132.08 0 26 7 
7 980.90 1190.50 184.20 123.36 0 40 7 
8 980.90 1190.50 184.20 123.36 0 40 7 
9 980.90 1190.50 184.20 123.36 0 40 7 
10 962.20 1206.50 117.60 82.91 0 26 11 
11 962.20 1206.50 117.60 82.91 0 26 11 
12 962.20 1206.50 117.60 82.91 0 26 11 
13 997.00 1270.00 171.40 120.30 0 26 8 
14 997.00 1270.00 171.40 120.30 0 26 8 
15 997.00 1270.00 171.40 120.30 0 26 8 
16 1016.00 1244.60 158.80 122.60 0 17 8 
17 1016.00 1244.60 158.80 122.60 0 17 8 
18 1016.00 1244.60 158.80 122.60 0 17 8 
19 1016.00 1270.00 190.50 132.08 0 26 7 
20 1016.00 1270.00 190.50 132.08 0 26 7 
21 1016.00 1270.00 190.50 132.08 0 26 7 
22 955.50 1190.50 184.90 132.08 0 26 7 
23 955.50 1190.50 184.90 132.08 0 26 7 
24 955.50 1190.50 184.90 132.08 0 26 7 
25 955.50 1167.60 135.00 93.90 0 16 9 
26 955.50 1167.60 135.00 93.90 0 16 9 
27 955.50 1167.60 135.00 93.90 0 16 9 
28 955.50 1190.50 184.90 139.15 0 26 7 
29 955.50 1190.50 184.90 139.15 0 26 7 
30 955.50 1190.50 184.90 139.15 0 26 7 
31 955.50 1167.60 135.00 93.90 0 16 9 
32 955.50 1167.60 135.00 93.90 0 16 9 
33 955.50 1167.60 135.00 93.90 0 16 9 
34 1016.00 1244.60 158.80 122.60 0 17 8 
35 1016.00 1244.60 158.80 122.60 0 17 8 
36 1016.00 1244.60 158.80 122.60 0 17 8 
37 877.80 1135.40 123.70 77.19 0 13 10 
38 877.80 1135.40 123.70 77.19 0 13 10 
39 877.80 1135.40 123.70 77.19 0 13 10 
40 877.80 1135.40 123.70 77.19 0 13 10 
41 877.80 1135.40 123.70 77.19 0 13 10 
42 877.80 1135.40 123.70 77.19 0 13 10 
43 952.50 1190.50 158.80 115.23 0 26 8 
44 952.50 1190.50 158.80 115.23 0 26 8 
45 952.50 1190.50 158.80 115.23 0 26 8 
46 952.50 1190.50 158.80 115.23 0 26 8 
47 952.50 1190.50 158.80 115.23 0 26 8 
48 952.50 1190.50 158.80 115.23 0 26 8 
49 962.20 1206.50 117.60 82.91 0 26 11 
50 962.20 1206.50 117.60 82.91 0 26 11 
51 962.20 1206.50 117.60 82.91 0 26 11 
52 962.20 1206.50 117.60 82.91 0 26 11 
53 962.20 1206.50 117.60 82.91 0 26 11 
54 962.20 1206.50 117.60 82.91 0 26 11 
55 1016.00 1244.60 158.80 122.60 0 17 8 
56 1016.00 1244.60 158.80 122.60 0 17 8 
57 1016.00 1244.60 158.80 122.60 0 17 8 
58 962.20 1206.50 160.30 115.23 0 26 8 
59 962.20 1206.50 160.30 115.23 0 26 8 
60 962.20 1206.50 160.30 115.23 0 26 8 
61 962.20 1206.50 160.30 115.23 0 26 8 
62 962.20 1206.50 160.30 115.23 0 26 8 
63 962.20 1206.50 160.30 115.23 0 26 8 
64 997.00 1270.00 171.40 120.30 0 26 8 
65 997.00 1270.00 171.40 120.30 0 26 8 
66 997.00 1270.00 171.40 120.30 0 26 8 
67 997.00 1270.00 171.40 120.30 0 26 8 
68 997.00 1270.00 171.40 120.30 0 26 8 
69 997.00 1270.00 171.40 120.30 0 26 8 
70 997.00 1270.00 171.40 120.30 0 26 8 
71 997.00 1270.00 171.40 120.30 0 26 8 
72 997.00 1270.00 171.40 120.30 0 26 8 
73 1016.00 1270.00 190.50 139.15 0 26 7 
74 1016.00 1270.00 190.50 139.15 0 26 7 
75 1016.00 1270.00 190.50 139.15 0 26 7 
76 961.60 1206.50 185.70 132.08 0 26 7 
77 961.60 1206.50 185.70 132.08 0 26 7 
78 961.60 1206.50 185.70 132.08 0 26 7 
79 980.90 1190.50 184.20 123.36 0 40 7 
80 980.90 1190.50 184.20 123.36 0 40 7 
81 980.90 1190.50 184.20 123.36 0 40 7 
82 980.90 1190.50 184.20 123.36 0 40 7 
83 980.90 1190.50 184.20 123.36 0 40 7 
84 980.90 1190.50 184.20 123.36 0 40 7 
85 980.90 1190.50 184.20 123.36 0 40 7 
86 980.90 1190.50 184.20 123.36 0 40 7 
87 980.90 1190.50 184.20 123.36 0 40 7 
88 980.90 1190.50 184.20 123.36 0 40 7 
89 980.90 1190.50 184.20 123.36 0 40 7 
90 980.90 1190.50 184.20 123.36 0 40 7 
91 1020.80 1216.20 273.00 182.52 0 40 5 
92 1020.80 1216.20 273.00 182.52 0 40 5 
93 1020.80 1216.20 273.00 182.52 0 40 5 
94 1016.00 1244.60 158.80 122.60 0 17 8 
95 1016.00 1244.60 158.80 122.60 0 17 8 
96 1016.00 1244.60 158.80 122.60 0 17 8 
97 1016.00 1244.60 158.80 122.60 0 17 8 
98 1016.00 1244.60 158.80 122.60 0 17 8 
99 1016.00 1244.60 158.80 122.60 0 17 8 
100 1016.00 1244.60 158.80 122.60 0 17 8 
101 1016.00 1244.60 158.80 122.60 0 17 8 
102 1016.00 1244.60 158.80 122.60 0 17 8 
103 1016.00 1270.00 190.50 132.08 0 26 7 
104 1016.00 1270.00 190.50 132.08 0 26 7 
105 1016.00 1270.00 190.50 132.08 0 26 7 
106 1016.00 1270.00 190.50 132.08 0 26 7 
107 1016.00 1270.00 190.50 132.08 0 26 7 
108 1016.00 1270.00 190.50 132.08 0 26 7 
109 1016.00 1270.00 190.50 132.08 0 26 7 
110 1016.00 1270.00 190.50 132.08 0 26 7 
111 1016.00 1270.00 190.50 132.08 0 26 7 
112 955.50 1190.50 184.90 132.08 0 26 7 
113 955.50 1190.50 184.90 132.08 0 26 7 
114 955.50 1190.50 184.90 132.08 0 26 7 
115 955.50 1190.50 184.90 132.08 0 26 7 
116 955.50 1190.50 184.90 132.08 0 26 7 
117 955.50 1190.50 184.90 132.08 0 26 7 
118 955.50 1190.50 184.90 132.08 0 26 7 
119 955.50 1190.50 184.90 132.08 0 26 7 
120 955.50 1190.50 184.90 132.08 0 26 7 
121 980.90 1190.50 184.20 123.36 0 40 7 
122 980.90 1190.50 184.20 123.36 0 40 7 
123 980.90 1190.50 184.20 123.36 0 40 7 
124 980.90 1190.50 184.20 123.36 0 40 7 
125 980.90 1190.50 184.20 123.36 0 40 7 
126 980.90 1190.50 184.20 123.36 0 40 7 
127 955.50 1167.60 135.00 93.90 0 16 9 
128 955.50 1167.60 135.00 93.90 0 16 9 
129 955.50 1167.60 135.00 93.90 0 16 9 
130 955.50 1167.60 135.00 93.90 0 16 9 
131 955.50 1167.60 135.00 93.90 0 16 9 
132 955.50 1167.60 135.00 93.90 0 16 9 
133 955.50 1167.60 135.00 93.90 0 16 9 
134 955.50 1167.60 135.00 93.90 0 16 9 
135 955.50 1167.60 135.00 93.90 0 16 9 
136 955.50 1190.50 184.90 139.15 0 26 7 
137 955.50 1190.50 184.90 139.15 0 26 7 
138 955.50 1190.50 184.90 139.15 0 26 7 
139 955.50 1190.50 184.90 139.15 0 26 7 
140 955.50 1190.50 184.90 139.15 0 26 7 
141 955.50 1190.50 184.90 139.15 0 26 7 
142 955.50 1190.50 184.90 139.15 0 26 7 
143 955.50 1190.50 184.90 139.15 0 26 7 
144 955.50 1190.50 184.90 139.15 0 26 7 
145 955.50 1167.60 135.00 93.90 0 16 9 
146 955.50 1167.60 135.00 93.90 0 16 9 
147 955.50 1167.60 135.00 93.90 0 16 9 
148 955.50 1167.60 135.00 93.90 0 16 9 
149 955.50 1167.60 135.00 93.90 0 16 9 
150 955.50 1167.60 135.00 93.90 0 16 9 
151 955.50 1167.60 135.00 93.90 0 16 9 
152 955.50 1167.60 135.00 93.90 0 16 9 
153 955.50 1167.60 135.00 93.90 0 16 9 
154 955.50 1190.50 184.90 132.08 0 26 7 
155 955.50 1190.50 184.90 132.08 0 26 7 
156 955.50 1190.50 184.90 132.08 0 26 7 
157 955.50 1190.50 184.90 132.08 0 26 7 
158 955.50 1190.50 184.90 132.08 0 26 7 
159 955.50 1190.50 184.90 132.08 0 26 7 
160 955.50 1190.50 184.90 132.08 0 26 7 
161 955.50 1190.50 184.90 132.08 0 26 7 
162 955.50 1190.50 184.90 132.08 0 26 7 
163 980.90 1190.50 184.20 123.36 0 40 7 
164 980.90 1190.50 184.20 123.36 0 40 7 
165 980.90 1190.50 184.20 123.36 0 40 7 
166 1016.00 1270.00 190.50 132.08 0 26 7 
167 1016.00 1270.00 190.50 132.08 0 26 7 
168 1016.00 1270.00 190.50 132.08 0 26 7 
169 1016.00 1270.00 190.50 132.08 0 26 7 
170 1016.00 1270.00 190.50 132.08 0 26 7 
171 1016.00 1270.00 190.50 132.08 0 26 7 
172 955.50 1190.50 184.90 140.69 0 26 7 
173 955.50 1190.50 184.90 140.69 0 26 7 
174 955.50 1190.50 184.90 140.69 0 26 7 
175 955.50 1190.50 184.90 140.69 0 26 7 
176 955.50 1190.50 184.90 140.69 0 26 7 
177 955.50 1190.50 184.90 140.69 0 26 7 
178 997.00 1206.50 269.70 182.52 0 40 5 
179 997.00 1206.50 269.70 182.52 0 40 5 
180 997.00 1206.50 269.70 182.52 0 40 5 
181 997.00 1206.50 269.70 182.52 0 40 5 
182 997.00 1206.50 269.70 182.52 0 40 5 
183 997.00 1206.50 269.70 182.52 0 40 5 
184 997.00 1206.50 269.70 182.52 0 40 5 
185 997.00 1206.50 269.70 182.52 0 40 5 
186 997.00 1206.50 269.70 182.52 0 40 5 
#pallets 1
1 1016.00 1219.00 142.00 21.77 
#trucks 1
1 2489.00 16015.00 2591.00 20729.15 914 11176 10432.62 10296.54
